Project Name,Builder Name,Project Address,Avg Price psft,Completion date,Sizes,Project Area,RERA,Project Size - Tower Count,Project Size - Unit Count,Configurations,Amenities - Count,Amenities - List,Photos Count,Videos Count,Total Count,Review Count,Builder-Established Date,Builder-Project count,Builder description,Possession Status,Launch Date
Purvanchal Royal City Phase 2,Not Found,Not Found,Not Found,Not Found,1107 - 1272 sq.ft.,8.8 Acres (80% open),UPRERAPRJ295195,,1072,Not Found,65,"Amphitheater, Cricket Pitch, Gazebo, Spa, Fountains, Mini Theatre, Medical Store/Pharmacy, Water Softner Plant, Concierge Service, Car Parking, 24X7 Water Supply, Multipurpose Room, Senior Citizen Siteout, Street Lighting, Indoor Games, Cycling & Jogging Track, Shopping Mall, Piped Gas Connection, Sewage Treatment Plant, Intercom, Children's Play Area, Steam Room, Card Room, Recreation Facilities, Automated Car Wash, Visitor Parking, 24x7 CCTV Surveillance, Reserved Parking, Chess Board, Spa/Sauna/Steam, Banquet Hall, Library, Rain Water Harvesting, 24x7 Security, Jacuzzi, Internet / Wi-Fi, Tennis Court, Sauna Bath, Grocery Shop, Solar Lighting, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Fire Fighting System, Gymnasium, School, Squash Court, Golf Course, Closed Car Parking, Jogging Track, Gated Community, Lawn Tennis Court, Club House, Entrance Lobby, Yoga / Meditation Area, Lift(s), Badminton Court, Terrace Garden, Creche/Day Care, Multipurpose Hall, Basketball Court, Paved Compound, Carrom, Power Backup, Billiards / Snooker Table",Not Found,Not Found,Not Found,0,1994,21,"Purvanchal Projects Pvt. Ltd. an ISO 9001:2028 Certified Company has rapidly risen to be a premiere construction company due to its inflexible commitment to the highest level of excellence construction as well as its reliability in delivery schedules. The group has contributed various projects in commercial and residential that assure of changing the prospective of real estate. Their efforts include not just higher construction standards but also unmatched customer satisfaction. Their products are aligned towards providing maximum customer pleasure by catering to their needs and requirements. The company deliver all best quality and easy accessible to schools, colleges, hospitals, and entertainment facilities for better convenience.",Not Found,"Feb, 2019"
Solitairian City,DEV SAI GROUP,"Sector 25, Jaypee Greens Sports City, Yamuna Expressway, Yamuna Expressway, Greater Noida",₹7.5 K - 9.99 K/sq.ft,"Dec, 2025",665 - 4650 sq.ft.,17 Acres,"UPRERAPRJ6811, UPRERAPRJ6856, UPRERAPRJ6887, UPRERAPRJ6634, UPRERAPRJ6721, UPRERAPRJ6766",,2301,"1, 2, 3, 4, 5 BHK Apartment,Villas",39,"Waiting Lounge, Cricket Pitch, Tennis Court, Sauna Bath, Spa, Swimming Pool, Fountains, Vastu Compliant, Landscaping & Tree Planting, Mini Theatre, Gymnasium, Medical Store/Pharmacy, Medical Facilities, 24X7 Water Supply, Car Parking, Multipurpose Room, Jogging Track, Street Lighting, Indoor Games, Cycling & Jogging Track, Sports Facility, Shopping Mall, Party Lawn, Club House, Intercom, Children's Play Area, Entrance Lobby, Solid Waste Management And Disposal, Lift(s), Party Hall, Badminton Court, 24x7 CCTV Surveillance, Basketball Court, Staff Quarter, Conference Room, Rain Water Harvesting, 24x7 Security, Jacuzzi, Power Backup",Not Found,Not Found,Not Found,0,1988,13,"Dev Sai Group is a well reputed and respected business group with a legacy of 30 years of excellence. With a proven track record in education and real estate sector Dev Sai Group enjoys the high regard and respect of their industry peers The vision and foresight of the company head brings the team together to be united under a single goal for the future: to make available highly luxurious world class homes equipped with all the necessary amenities to live an immensely high quality of life.
Other landmark ventures of Dev Sai Group are :
St. Teresa School, Indirapuram
St. Teresa School, Vaishali
St. George College, Greater Noida
St. George School , Greater Noida
Diamond Public School, Yamuna Vihar Delhi
Stepping Stones Public School , Mayur Vihar, Delhi
Saint Raman School, Mayur Vihar, Delhi
Florence Public School, Mayur Vihar, Delhi
Stepping Stones Pre Schools ( 9 branches)",Under Construction,"Jun, 2013"
Experion The Westerlies,EXPERION DEVELOPERS,"Dwarka Expressway, Sector 108, Dwarka Expressway, Gurgaon",₹20.04 K/sq.ft,Ready to Move,4486 - 8998 sq.ft.,100 Acres,Rera Not Applicable,,200,"4, 5 BHK Villas",23,"Children's Play Area, Amphitheater, Yoga / Meditation Area, Barbecue Area, Reflexology Park, Recreation Facilities, Swimming Pool, Skating Rink, Theme Park, Vastu Compliant, Lift(s), Landscaping & Tree Planting, Video Door Security, School, Car Parking, 24X7 Water Supply, Jogging Track, Water Sports, Gated Community, Shopping Mall, 24x7 Security, Power Backup, Club House",Not Found,Not Found,Not Found,0,2012,26,"Experion is a 100% FDI funded real estate developer backed by Experion Holdings Pvt. Ltd., Singapore, the real estate investing arm of the $2.5 billion AT Holdings group of companies. Other businesses of AT Holdings include Construction, Oil & Gas, Renewable Energy and Asset Management. At Experion they believe that good experiences foster enduring relationships. They offer transparency in transaction, thought-leadership in action, customer insight in their developments and thus, transform every relationship into positive, engaging and memorable experiences that people would love to come back to. With substantial Development Rights across various locations in India, Experion is developing townships, group-housing projects, commercial landmarks, organised retail destinations, hotels and resorts across Andhra Pradesh, Delhi NCR, Goa, Haryana, Maharashtra, Punjab, Tamil Nadu and Uttar Pradesh.",Ready to Move,"Oct, 2013"
Central Park Flower Valley,CENTRAL PARK,"Sector 32-33, Gurgaon",₹16.67 K/sq.ft,₹16.67 K/sq.ft,1620 - 9000 sq.ft.,500 Acres,"GGM/395/127/2020/11, GGM/562/294/2022/37, GGM/624/356/2022/99",,,Residential Plots,28,"Reading Lounge, Cricket Pitch, Sauna Bath, Reflexology Park, Swimming Pool, Fountains, Landscaping & Tree Planting, Gymnasium, Golf Course, 24X7 Water Supply, Squash Court, Car Parking, Jogging Track, Sports Facility, Lawn Tennis Court, Club House, Children's Play Area, Yoga / Meditation Area, Steam Room, Lift(s), Creche/Day Care, Badminton Court, Aerobics Room, Multipurpose Hall, Basketball Court, Jacuzzi, Power Backup, Cafeteria",Not Found,Not Found,Not Found,(1 reviews),1999,22,"Central Park provides a 360-degree living solution for those looking for an enhanced quality of life and not merely apartments with facilities. Our concept-based luxury homes with in-house hospitality services makes our residential properties most sought after. Central Park tirelessly strives to provide an extraordinary customer experience and does everything to ensure you’re delighted. We call it ‘The Central Park Way’. This approach has made Central Park one of the leading real estate developers in the luxury residential segment with milestone projects – Central Park Golf Course Road, Central Park Resorts and Central Park Flower Valley, offering a quality of life like none other. Currently, we have delivered 5.5 million sq. ft. with presence across Gurugram, Delhi and Goa.",NA,
DLF New Town Heights 2,DLF,"Sector-86, New Gurgaon, Gurgaon",₹10.19 K/sq.ft,"May, 2014",1305 - 3137 sq.ft.,29.63 Acres,Rera Not Applicable,,1198,"2, 3, 4 BHK Apartment,Independent Floors",49,"Spa, Vastu Compliant, Fountains, Fire Sprinklers, Table Tennis, Car Parking, 24X7 Water Supply, Street Lighting, Senior Citizen Siteout, Pergola, Piped Gas Connection, Party Lawn, Intercom, Children's Play Area, Card Room, 24x7 CCTV Surveillance, Spa/Sauna/Steam, Maintenance Staff, Banquet Hall, 24x7 Security, Cafeteria, Waiting Lounge, Grocery Shop, Solar Lighting, Swimming Pool, Landscaping & Tree Planting, Fire Fighting System, Gymnasium, Squash Court, Jogging Track, Gated Community, Sports Facility, Utility Shops, Lawn Tennis Court, Club House, Entrance Lobby, Yoga / Meditation Area, Security Cabin, Bar/Chill-out Lounge, Lift(s), Terrace Garden, RO Water System, Sun Deck, Video Door Security, Multipurpose Hall, Paved Compound, Carrom, Power Backup, Cigar Lounge",Not Found,Not Found,Not Found,(7 reviews),1946,156,"At DLF, we take pride in our uncompromising integrity in customer engagement and quality assurance, and throughout our 73 years legacy we have made it our core mission to provide real-estate development, management, and investment services of the highest calibre.
Founded in 1946 by Chaudhary Raghvendra Singh, DLF started with the creation of 22 urban colonies in Delhi. In 1985, the company expanded into the then-unknown region of Gurugram, creating exceptional living and working spaces for the new Indian global professionals. Today, DLF is the largest publicly listed real estate company in India, with residential, commercial, and retail properties in 15 states and 24 cities.
Our diverse verticals reflect our dedication to developing ecosystems for India’s changing needs. But our foundation has always been our employees, our customers, our stakeholders, and our shareholders. We invest in spearheading innovation through empowerment and optimism, in order to build the foundation of India’s future on the legacy of our past.",Ready to Move,"Jul, 2009"
Skyline Speedway Avenue,SKYLINE SPEEDWAY AVENUE,"Sector 25 Yamuna Express Way, Yamuna Expressway, Greater Noida",₹7.5 K/sq.ft,"Jun, 2025",1150 - 4450 sq.ft.,2.5 Acres (80% open),UPRERAPRJ12103,,622,"2, 2.5, 3, 4, 4.5, 5, 5.5 BHK Apartments",19,"Children's Play Area, Yoga / Meditation Area, Swimming Pool, Vastu Compliant, Lift(s), Landscaping & Tree Planting, Badminton Court, Gymnasium, Fire Fighting System, Car Parking, Jogging Track, Basketball Court, Senior Citizen Siteout, Staff Quarter, Rain Water Harvesting, 24x7 Security, Power Backup, Club House, Intercom",Not Found,Not Found,Not Found,0,Not Found,Not Found,Not Found,Under Construction,"Apr, 2014"
Mahindra Luminare,MAHINDRA LIFESPACES,"Sector 59, Golf Course Extension Road, Gurgaon",14.87 K - ₹35.44 K/sq.ft,"Mar, 2021",1342 - 3385 sq.ft.,7 Acres (70% open),42 OF 2017 & 47 OF 2017,,240,"3, 4, 5 BHK Apartments",47,"Amphitheater, Tennis Court, Gazebo, Solar Lighting, Spa, Swimming Pool, Letter Box, Vastu Compliant, Landscaping & Tree Planting, Table Tennis, Mini Theatre, Gymnasium, Kid's Pool, Fire Fighting System, Squash Court, Car Parking, 24X7 Water Supply, Jogging Track, Multipurpose Room, Street Lighting, Gated Community, Indoor Games, Piped Gas Connection, Lawn Tennis Court, Sewage Treatment Plant, Club House, Intercom, Children's Play Area, Security Cabin, Card Room, Automated Car Wash, Lift(s), 24x7 CCTV Surveillance, Sun Deck, Restaurant, High Speed Elevators, Basketball Court, Staff Quarter, Paved Compound, Spa/Sauna/Steam, Banquet Hall, Solar Water Heating, Rain Water Harvesting, 24x7 Security, Power Backup, Cafeteria, DG Availability",Not Found,Not Found,Not Found,(9 reviews),1994,162,"Mahindra Lifespace Developers Ltd. is the real estate & infrastructure arm of US Dollar 20.7 billion Mahindra Group and is also a pioneer of sustainable urbanization in India. The Company is committed to transforming India’s urban landscape through its residential developments under the ‘Mahindra Lifespaces’ and ‘Happinest’ brands; and through its integrated cities and industrial clusters under the ‘Mahindra World City’ and ‘Origins by Mahindra World City’ brands.
The company’s development footprints are spread across 25.3 million sq ft of completed, ongoing & forthcoming residential projects across 7 indian cities & over 5000 acres of ongoing/ forthcoming projects at it’s integrated cities across 4 locations.
Mahindra Lifespaces has successfully completed 25 years of its operations in the Real estate sector recently.",Ready to Move,"Dec, 2014"
Ashiana Anmol,Not Found,Not Found,Not Found,Not Found,780 - 1960 sq.ft.,,"GGM/482/214/2021/50, 26 OF 2017",,,Not Found,29,"Amphitheater, Reading Lounge, Cricket Pitch, Grocery Shop, Swimming Pool, Skating Rink, Fire Sprinklers, Table Tennis, Mini Theatre, Gymnasium, 24X7 Water Supply, Car Parking, Street Lighting, Gated Community, Indoor Games, Piped Gas Connection, Lawn Tennis Court, Club House, Intercom, Children's Play Area, Entrance Lobby, Security Cabin, Lift(s), Chess Board, Multipurpose Hall, Basketball Court, Maintenance Staff, Library, Power Backup",Not Found,Not Found,Not Found,0,1979,129,"Ashiana Housing Ltd. (AHL) is an Indian real estate development company established in 1979 with its head office in New Delhi, India. Recognized by Forbes as Asia's 200 Best Under A Billion (2010 and 2011), Ashiana Housing's primary focus is on Kid Centric Homes, Senior Living, Care Homes (i.e. assisted living), and Comfort homes. The company has expanded its reach from group housing to facility management, retail, and hotels, as well as maintenance and resale of the property. With its presence across 9 cities in India, Ashiana Housing has constructed and delivered over 23 million square feet serving over 15000+ happy families. The company manages and maintains over 19 million square feet area under lifetime service contract showcasing the trust and confidence towards its high quality of construction.",Not Found,"Oct, 2021"
Sobha City,SOBHA LIMITED,"Babupur, Sector 108, Dwarka Expressway, Gurgaon",₹19.55 K - 21.49 K/sq.ft,"Dec, 2028",1381 - 2913 sq.ft.,39 Acres (85% open),"GGM/620/352/2022/95, 115 of 2017, 12 OF 2018, 86 OF 2017, GGM/318/50/2019/12 & GGM/340/72/2019/34",,576,"2, 3, 4 BHK Apartments",61,"Amphitheater, Cricket Pitch, Volleyball Court, Skating Rink, Table Tennis, Car Parking, 24X7 Water Supply, Multipurpose Room, Senior Citizen Siteout, Indoor Games, Cycling & Jogging Track, Shopping Mall, Party Lawn, Intercom, Children's Play Area, Steam Room, Card Room, Recreation Facilities, Visitor Parking, Reserved Parking, Spa/Sauna/Steam, Maintenance Staff, Banquet Hall, Library, Rain Water Harvesting, 24x7 Security, Cafeteria, Waiting Lounge, Tennis Court, Sauna Bath, Solar Lighting, Garbage Disposal, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Water Storage, Gymnasium, Closed Car Parking, Squash Court, Jogging Track, Gated Community, Sports Facility, Utility Shops, Lawn Tennis Court, Club House, Service Lift, Entrance Lobby, Yoga / Meditation Area, Security Cabin, Barbecue Area, Lift(s), Badminton Court, Aerobics Room, Creche/Day Care, Sun Deck, Video Door Security, Multipurpose Hall, Basketball Court, Carrom, Power Backup, Billiards / Snooker Table",Not Found,Not Found,Not Found,0,1995,254,"Sobha Limited is one of fastest growing real estate companies in India with its operations spread across 13 states and 24 cities as well as in the Middle East. It was established in 1995 and has a market value of Rs 26 billion. The developer is headquartered in Bangalore and is engaged in the development of contractual and residential projects encompassing villas, row houses, plotted development, presidential apartments, luxury and super luxury apartments. Sobha Limited has attained ISO 14001:2004 and OHSAS 18001:2007 certifications for environmental, health and safety management systems. It has bagged various awards like ‘India’s Top 10 Builders Award’ by Construction World, ‘Builder of the Year’ and ‘Most Reliable Builder Award’ by CNBC, ‘Employer of the Year Award’ by Realty Plus and ‘Top Indian Real Estate Company’ by Dun & Bradstreet. Experience and Strengths
Sobha Limited has catered to several prestigious corporate clients namely Dell, Institute of Public Enterprises (IPE), Taj Group, Hotel Leela Ventures, Infosys, Bosch, HP, Biocon and Timken. The builder undertakes corporate focused projects including software development blocks, corporate offices, research centres, multiplex theatres, restaurants, convention centres, clubhouses, hostel facilities, food courts and guesthouses. Major cities where the developer has a presence include Bangalore, Gurgaon, Chennai, Pune, Coimbatore, Thrissur, Calicut, Cochin and Mysore.
With an eye towards delivering world-class residential spaces, the developer is also focused on ensuring high safety standards, quality compliance, environmental management and water harvesting. With a vision to ‘transform the way people perceive Quality’, Sobha Limited adopts robust engineering, in-house research, uncompromising business ethics, timeless values and transparency for providing the best housing projects for homebuyers.
Sobha Limited is led by its Founder and Chairman, PNC Menon; Chairman, Ravi PNC Menon; and Vice Chairman and Managing Director, J.C. Sharma. In 2015, it forayed into the commercial segment (retail space leasing) in India with the launch of 'SOBHA City Mall' in Thrissur, Kerala. The builder possesses a team of nearly 3,000 employees who exhibit a customer-centric approach and keep themselves abreast with the latest developments in the realty market. All the projects by Sobha Limited reflect a perfect mix of aesthetic designs, high-end interiors and quality construction aimed at offering a sophisticated lifestyle for buyers.
Projects
Sobha Limited has undertaken a total of 119 residential projects with over 45 under construction properties covering 27.32 million sqft, saleable space of 18.90 million sqft and 34 ongoing contractual projects adding up to 9.50 million sqft area. The developer has built projects in prime locations of the city such as Whitefield Hope Farm Junction, Jakkur, Bellandur, Varthur and Kannur on Thanisandra Main Road in Bangalore and Sector 108 Gurgaon, to name a few.",Under Construction,"Oct, 2015"
TATA La Vida,TATA REALTY AND INFRASTRUCTURE LIMITED,"Sector 113, Dwarka Expressway, Dwarka Expressway, Gurgaon",Not Found,Ready to Move,1276 - 1579 sq.ft.,12 Acres (80% open),148 of 2017,,688,"2, 2.5, 3 BHK Apartments",48,"Cricket Pitch, Table Tennis, Water Softner Plant, Car Parking, 24X7 Water Supply, Multipurpose Room, Senior Citizen Siteout, Indoor Games, Shopping Mall, Hospital, Party Lawn, Intercom, Children's Play Area, Card Room, Spa/Sauna/Steam, Rain Water Harvesting, 24x7 Security, Earthquake Resistant Structure, Cafeteria, Reading Lounge, Internet / Wi-Fi, Sauna Bath, Tennis Court, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Fire Fighting System, Gymnasium, Golf Course, School, Squash Court, Jogging Track, Gated Community, Sports Facility, Lawn Tennis Court, Club House, Yoga / Meditation Area, Security Cabin, Barbecue Area, Lift(s), Badminton Court, Video Door Security, Restaurant, High Speed Elevators, Multipurpose Hall, Basketball Court, Power Backup, Billiards / Snooker Table",Not Found,Not Found,Not Found,(6 reviews),1985,59,"TATA Housing has evolved into one of the fastest growing real estate development companies in India. With the primary business being development of properties in residential, commercial and retail sectors, the company's operations span across various aspects of real estate development, such as land identification and acquisition, project planning, designing, marketing & sales, project execution, property services and estate management.
The company's mission as a real estate development company is ""to delight customers by providing quality life spaces through continuous innovations""",Ready to Move,"Apr, 2016"
Rise Resort Residence Villa,Not Found,Not Found,Not Found,Not Found,1475 - 3070 sq.ft.,93 Acres,UPRERAPRJ295718,,300,Not Found,63,"Cricket Pitch, Volleyball Court, Spa, Skating Rink, Vastu Compliant, Fire Sprinklers, Central Cooling System, Table Tennis, Kid's Pool, Water Softner Plant, 24X7 Water Supply, Car Parking, Multipurpose Room, Senior Citizen Siteout, Street Lighting, Indoor Games, Pergola, Cycling & Jogging Track, Party Lawn, Sewage Treatment Plant, Intercom, Children's Play Area, Solid Waste Management And Disposal, Visitor Parking, 24x7 CCTV Surveillance, Community Hall, Spa/Sauna/Steam, Storm Water Drains, Rain Water Harvesting, 24x7 Security, Cafeteria, Earthquake Resistant Structure, Tennis Court, Solar Lighting, Garbage Disposal, Swimming Pool, Landscaping & Tree Planting, Gymnasium, Fire Fighting System, Squash Court, Golf Course, Jogging Track, Gated Community, Sports Facility, Lawn Tennis Court, Club House, Entrance Lobby, Security Cabin, Yoga / Meditation Area, Wall Climbing, Lift(s), Aerobics Room, Badminton Court, Creche/Day Care, Sun Deck, Video Door Security, Multipurpose Hall, Basketball Court, Yoga / Meditation Area, Solar Water Heating, Internal Roads & Footpaths, Energy management, Power Backup",Not Found,Not Found,Not Found,0,2013,14,"Rise Projects Private Limited provides contemporary high street living spaces to redefine fine living. With a plethora of projects planned, they aim to bring the good life to you in ways never seen before. Work, Play and Stay with the premier Real Estate specialists. Under the expert guidance of the company’s architect, they have time and time again to set new benchmarks while setting out to establish Real Estate marvels that will stand the test of time. They aim to achieve greater milestones and most important of all elevate you and your loved ones to greater heights of luxury and comfort. When it comes to quality and class, innovation becomes an impulse and less of a concentrated effort of Rise Projects Private Limited.",Not Found,"Jan, 2018"
ATS Picturesque Reprieves Phase 1,Not Found,Not Found,Not Found,Not Found,1850 - 3200 sq.ft.,10 Acres,UPRERAPRJ631,,864,Not Found,81,"Amphitheater, Cricket Pitch, Changing Room, Gazebo, Spa, Fire Sprinklers, Valet Parking, Table Tennis, Business Suites, Kid's Pool, 24X7 Water Supply, Car Parking, Multipurpose Room, Street Lighting, Indoor Games, Pergola, Shopping Mall, Piped Gas Connection, Party Lawn, Sewage Treatment Plant, Intercom, Children's Play Area, Partial Power Backup, Salon, Visitor Parking, Party Hall, 24x7 CCTV Surveillance, Reserved Parking, Community Hall, Spa/Sauna/Steam, Banquet Hall, Maintenance Staff, Library, Rain Water Harvesting, 24x7 Security, Cafeteria, Waiting Lounge, Reading Lounge, Internet / Wi-Fi, Tennis Court, Reflexology Park, Solar Lighting, Garbage Disposal, Swimming Pool, Vastu Compliant, Landscaping & Tree Planting, Water Conservation, Rain water Harvesting, Water Storage, Gymnasium, Fire Fighting System, Flower Garden, School, Squash Court, Closed Car Parking, Jogging Track, Gated Community, Sports Facility, Lawn Tennis Court, Club House, Service Lift, Entrance Lobby, Yoga / Meditation Area, Barbecue Area, Bar/Chill-out Lounge, Football Field, Lift(s), Badminton Court, Aerobics Room, Terrace Garden, RO Water System, Sun Deck, Video Door Security, Restaurant, High Speed Elevators, Basketball Court, Conference Room, Paved Compound, Solar Water Heating, ATM, Power Backup, Billiards / Snooker Table",Not Found,Not Found,Not Found,0,1998,56,"Developer Profile
ATS Green is one of the top performing real estate companies in India. Since its inception in 1998, the developer has seen phenomenal growth and delivered landmark projects across the National Capital Region (NCR) in Noida, Gurgaon, Greater Noida and Yamuna Expressway. The property portfolio of the builder includes residential, commercial, hospitality and retail projects. A Member of CREDAI, the company has gained the trust of thousands of customers because of its commitment towards building a sustainable environment. It has won several awards for its projects such as Premium Apartment Project of the Year in 2017 by NDTV Property Awards and Achievement Award for Best Construction Projects at the 8th CIDC Awards in 2016.
Experience and Strengths
A dedicated workforce of around 3,500 employees at ATS Green is led by a highly experienced management team led by Chairman and Managing Director, Getamber Anand, ATS Infrastructure Ltd. The company is committed to operating every aspect of the business in compliance with the mission and core values of the organization like unprecedented professionalism, transparency, reliability and integrity. The builder is focused on meeting the customers’ requirements through methodical project development and management procedures as well as adherence to global quality standards and best industry practices.
Properties developed by ATS Green are a sheer reflection of extraordinary in-house construction and unmatched brand equity. The developer has successfully delivered around 7,000 residential units to over 30,000 customers. All these properties boast modern architecture and superior construction quality accompanied by earmarked features entailing green surroundings and a host of world-class amenities.
ATS Green strives towards setting and achieve new milestones while considering ‘best customers experience’ as their top-most priority. The builder works towards “Ensuring Environmental Sustainability and Ecological Balance” through special programmes involving environment conservation initiatives.
Projects
In a period of two decades, ATS Green has evolved as a business while keeping pace with the changing market trends. It has successfully delivered real estate space spanning 30 million sqft and has around 40 million sqft of space underway. The builder is focusing its efforts on the target of average 5 million sqft of residential development annually not only in the NCR but across different geographies across the country.
